ticket_id,account_id,created_at,category,status,csat_score
1235,196,2023-05-04,Feature request,closed,2.0
1236,459,2023-05-27,Onboarding,closed,4.0
1237,500,2023-04-04,Onboarding,closed,4.0
1238,82,2023-02-16,Billing,open,4.0
1239,37,2023-05-25,Billing,open,2.0
1240,228,2023-03-22,Onboarding,closed,3.0
1241,74,2023-05-08,Onboarding,closed,3.0
1242,357,2023-02-15,Onboarding,closed,5.0
1243,142,2023-05-04,Bug,closed,
1244,371,2023-03-08,Onboarding,closed,1.0
1245,345,2023-04-18,Bug,closed,4.0
1246,405,2023-05-28,Bug,closed,1.0
1247,204,2023-03-08,Onboarding,closed,3.0
1248,454,2023-05-02,Feature request,pending,3.0
1249,350,2023-04-17,Bug,Closed ,2.0
1250,235,2023-05-13,Bug,pending,4.0
1251,13,2023-01-14,Onboarding,closed,2.0
1252,119,2023-04-17,Feature request,closed,1.0
1253,81,2023-04-30,Feature request,open,3.0
1254,84,2023-05-07,Bug,closed,2.0
1255,313,2023-01-04,Onboarding,closed,4.0
1256,419,2023-01-09,Feature request,pending,
1257,432,2023-03-06,Onboarding,pending,1.0
1258,111,2023-06-16,Billing,open,5.0
1259,89,2023-05-18,Feature request,closed,4.0
1260,195,2023-04-26,Bug,closed,5.0
1261,382,2023-01-22,Bug,closed,3.0
1262,487,2023-03-28,Bug,closed,2.0
1263,236,2023-01-22,Feature request,closed,2.0
1264,16,2023-05-16,Bug,closed,4.0
1265,476,2023-01-11,Bug,closed,4.0
1266,14,2023-04-22,Onboarding,closed,3.0
1267,69,2023-02-15,Onboarding,pending,2.0
1268,187,2023-02-20,Feature request,closed,5.0
1269,5,2023-06-12,Billing,closed,
1270,412,2023-03-06,Billing,closed,4.0
1271,125,2023-03-22,Billing,closed,
1272,300,2023-06-02,Bug,closed,3.0
1273,187,2023-04-24,Billing,Closed ,3.0
1274,371,2023-01-19,Feature request,open,3.0
1275,407,2023-05-03,Onboarding,closed,4.0
1276,368,2023-05-19,Bug,closed,4.0
1277,254,2023-02-14,Bug,pending,4.0
1278,14,2023-05-30,Onboarding,closed,
1279,40,2023-06-06,Feature request,pending,5.0
1280,493,2023-04-28,Onboarding,open,5.0
1281,469,2023-05-15,Feature request,closed,
1282,488,2023-04-09,Feature request,closed,3.0
1283,292,2023-03-19,Bug,closed,3.0
1284,177,2023-06-18,Bug,pending,1.0
1285,103,2023-01-07,Bug,closed,3.0
1286,497,2023-05-13,Onboarding,closed,4.0
1287,318,2023-03-15,Feature request,closed,4.0
1288,80,2023-05-17,Bug,pending,2.0
1289,160,2023-02-20,Onboarding,open,1.0
1290,17,2023-01-18,Onboarding,closed,2.0
1291,116,2023-01-12,Billing,closed,1.0
1292,278,2023-02-09,Bug,closed,3.0
1293,145,2023-03-05,Billing,closed,5.0
1294,257,2023-01-09,Onboarding,closed,4.0
1295,287,2023-05-10,Onboarding,closed,3.0
1296,162,2023-05-22,Bug,closed,3.0
1297,129,2023-06-23,Onboarding,closed,2.0
1298,259,2023-04-27,Onboarding,closed,4.0
1299,318,2023-03-16,Bug,closed,5.0
1300,262,2023-05-08,Bug,pending,4.0
1301,146,2023-01-05,Onboarding,closed,2.0
1302,5,2023-02-21,Bug,closed,4.0
1303,13,2023-03-23,Onboarding,closed,3.0
1304,230,2023-03-08,Bug,closed,
1305,473,2023-01-13,Bug,closed,
1306,130,2023-01-27,Bug,closed,
1307,102,2023-06-22,Feature request,open,3.0
1308,297,2023-03-26,Onboarding,closed,3.0
1309,483,2023-04-27,Bug,closed,4.0
1310,257,2023-06-25,Onboarding,closed,
1311,112,2023-04-03,Onboarding,closed,1.0
1312,49,2023-06-20,Onboarding,closed,2.0
1313,419,2023-03-06,Billing,closed,3.0
1314,226,2023-01-05,Onboarding,closed,3.0
1315,138,2023-04-22,Feature request,pending,3.0
1316,417,2023-03-12,Onboarding,closed,1.0
1317,378,2023-01-23,Bug,pending,2.0
1318,384,2023-04-19,Bug,pending,3.0
1319,106,2023-03-06,Onboarding,pending,4.0
1320,328,2023-02-04,Onboarding,closed,3.0
1321,227,2023-05-08,Onboarding,closed,5.0
1322,74,2023-02-03,Bug,closed,5.0
1323,440,2023-01-31,Billing,closed,
1324,375,2023-02-08,Billing,closed,2.0
1325,204,2023-06-16,Billing,pending,2.0
1326,107,2023-06-06,Onboarding,closed,1.0
1327,235,2023-03-02,Billing,open,3.0
1328,280,2023-03-05,Bug,open,4.0
1329,185,2023-06-25,Feature request,closed,3.0
1330,339,2023-01-11,Bug,closed,3.0
1331,333,2023-05-07,Bug,closed,3.0
1332,280,2023-03-17,Billing,closed,3.0
1333,251,2023-04-07,Onboarding,closed,4.0
1334,143,2023-02-09,Bug,closed,2.0
1335,104,2023-06-17,Billing,pending,1.0
1336,208,2023-02-12,Billing,closed,4.0
1337,245,2023-05-20,Feature request,closed,
1338,247,2023-05-13,Feature request,closed,4.0
1339,330,2023-02-16,Billing,closed,2.0
1340,33,2023-05-15,Onboarding,open,4.0
1341,58,2023-03-05,Billing,pending,1.0
1342,284,2023-03-08,Onboarding,closed,4.0
1343,421,2023-04-21,Onboarding,pending,1.0
1344,402,2023-06-13,Bug,closed,2.0
1345,105,2023-06-17,Bug,closed,4.0
1346,416,2023-02-17,Onboarding,open,3.0
1347,466,2023-03-08,Feature request,closed,4.0
1348,119,2023-02-06,Feature request,closed,3.0
1349,254,2023-03-24,Feature request,pending,4.0
1350,425,2023-06-04,Billing,closed,4.0
1351,112,2023-04-17,Billing,closed,5.0
1352,323,2023-04-19,Feature request,pending,3.0
1353,351,2023-04-03,Onboarding,pending,3.0
1354,301,2023-06-20,Billing,closed,3.0
1355,294,2023-02-26,Bug,open,5.0
1356,455,2023-06-05,Bug,open,5.0
1357,245,2023-01-24,Feature request,pending,5.0
1358,216,2023-03-04,Feature request,open,3.0
1359,464,2023-03-16,Bug,pending,1.0
1360,436,2023-03-01,Billing,closed,4.0
1361,130,2023-05-15,Bug,open,4.0
1362,424,2023-06-23,Bug,closed,2.0
1363,366,2023-05-29,Bug,closed,
1364,70,2023-05-03,Onboarding,closed,5.0
1365,392,2023-06-15,Onboarding,open,3.0
1366,245,2023-04-03,Billing,closed,2.0
1367,208,2023-04-21,Feature request,closed,4.0
1368,240,2023-01-05,Bug,closed,2.0
1369,374,2023-02-17,Feature request,closed,3.0
1370,249,2023-02-26,Feature request,closed,
1371,477,2023-03-09,Onboarding,closed,4.0
1372,262,2023-03-29,Onboarding,closed,5.0
1373,253,2023-03-27,Feature request,closed,2.0
1374,426,2023-01-21,Bug,Closed ,4.0
1375,64,2023-06-20,Billing,pending,4.0
1376,477,2023-06-26,Bug,pending,1.0
1377,49,2023-03-28,Billing,closed,
1378,495,2023-06-18,Feature request,pending,4.0
1379,364,2023-02-24,Feature request,closed,2.0
1380,70,2023-01-27,Bug,closed,2.0
1381,186,2023-06-13,Billing,pending,1.0
1382,45,2023-03-20,Feature request,pending,1.0
1383,139,2023-03-26,Bug,closed,2.0
1384,426,2023-06-11,Billing,closed,
1385,233,2023-05-13,Bug,open,4.0
1386,460,2023-05-23,Bug,closed,
1387,139,2023-03-11,Onboarding,closed,1.0
1388,212,2023-02-25,Bug,closed,1.0
1389,434,2023-06-06,Feature request,pending,
1390,199,2023-03-30,Onboarding,open,1.0
1391,390,2023-05-25,Feature request,pending,5.0
1392,499,2023-06-21,Bug,pending,4.0
1393,70,2023-05-15,Bug,closed,1.0
1394,415,2023-05-16,Billing,open,3.0
1395,172,2023-01-21,Feature request,closed,3.0
1396,349,2023-06-04,Feature request,open,5.0
1397,395,2023-04-25,Billing,closed,3.0
1398,37,2023-05-22,Bug,closed,4.0
1399,272,2023-03-22,Onboarding,pending,3.0
1400,20,2023-04-10,Onboarding,pending,
1401,483,2023-01-04,Onboarding,closed,2.0
1402,479,2023-01-17,Bug,pending,4.0
1403,207,2023-01-06,Billing,closed,3.0
1404,479,2023-05-24,Bug,pending,4.0
1405,468,2023-02-02,Bug,pending,3.0
1406,97,2023-06-07,Billing,closed,3.0
1407,262,2023-06-01,Billing,closed,1.0
1408,475,2023-04-26,Bug,closed,2.0
1409,223,2023-06-14,Bug,closed,5.0
1410,277,2023-05-16,Feature request,closed,1.0
1411,361,2023-01-06,Feature request,closed,2.0
1412,70,2023-05-13,Bug,pending,3.0
1413,212,2023-04-01,Onboarding,closed,1.0
1414,449,2023-03-22,Feature request,closed,3.0
1415,154,2023-04-30,Feature request,closed,5.0
1416,172,2023-06-01,Onboarding,pending,3.0
1417,111,2023-03-26,Feature request,closed,5.0
1418,90,2023-01-01,Billing,pending,5.0
1419,239,2023-05-13,Feature request,closed,1.0
1420,174,2023-01-31,Onboarding,closed,1.0
1421,411,2023-04-17,Onboarding,closed,4.0
1422,427,2023-03-06,Billing,closed,1.0
1423,406,2023-01-24,Bug,closed,2.0
1424,71,2023-06-23,Feature request,closed,3.0
1425,474,2023-01-07,Onboarding,closed,4.0
1426,241,2023-05-09,Bug,pending,3.0
1427,361,2023-01-09,Feature request,closed,4.0
1428,136,2023-01-08,Onboarding,pending,3.0
1429,396,2023-01-01,Feature request,pending,4.0
1430,346,2023-01-16,Billing,closed,4.0
1431,386,2023-01-17,Bug,closed,4.0
1432,327,2023-01-28,Bug,closed,3.0
1433,130,2023-04-15,Bug,Closed ,3.0
1434,405,2023-04-03,Feature request,pending,2.0
1435,118,2023-05-19,Onboarding,closed,5.0
1436,419,2023-01-08,Feature request,closed,3.0
1437,469,2023-01-10,Onboarding,closed,5.0
1438,391,2023-06-10,Billing,closed,4.0
1439,409,2023-03-20,Bug,closed,5.0
1440,462,2023-01-19,Feature request,closed,3.0
1441,401,2023-06-15,Feature request,closed,3.0
1442,364,2023-02-15,Onboarding,closed,
1443,17,2023-04-28,Billing,open,4.0
1444,215,2023-03-14,Billing,closed,5.0
1445,301,2023-04-19,Feature request,closed,3.0
1446,457,2023-02-08,Feature request,closed,1.0
1447,143,2023-04-25,Billing,pending,3.0
1448,292,2023-02-23,Onboarding,closed,4.0
1449,248,2023-05-24,Feature request,open,1.0
1450,315,2023-06-17,Feature request,closed,4.0
1451,69,2023-03-31,Bug,closed,3.0
1452,336,2023-06-15,Feature request,closed,1.0
1453,250,2023-03-18,Feature request,pending,2.0
1454,496,2023-04-07,Feature request,closed,4.0
1455,39,2023-06-07,Bug,closed,1.0
1456,161,2023-05-13,Feature request,closed,3.0
1457,258,2023-03-14,Feature request,closed,4.0
1458,242,2023-01-22,Bug,closed,5.0
1459,293,2023-03-06,Billing,closed,5.0
1460,37,2023-04-03,Feature request,closed,3.0
1461,329,2023-04-26,Bug,closed,2.0
1462,84,2023-06-05,Billing,closed,3.0
1463,273,2023-02-16,Feature request,closed,1.0
1464,208,2023-03-29,Feature request,closed,2.0
1465,26,2023-04-30,Onboarding,closed,4.0
1466,271,2023-03-21,Feature request,closed,3.0
1467,153,2023-04-28,Onboarding,closed,4.0
1468,109,2023-03-31,Billing,closed,4.0
1469,260,2023-06-08,Billing,open,1.0
1470,441,2023-05-26,Billing,pending,4.0
1471,481,2023-02-01,Onboarding,pending,5.0
1472,364,2023-05-20,Bug,closed,5.0
1473,385,2023-04-16,Feature request,closed,4.0
1474,266,2023-03-09,Onboarding,closed,3.0
1475,292,2023-06-01,Feature request,closed,3.0
1476,173,2023-06-13,Onboarding,closed,4.0
1477,260,2023-05-25,Feature request,closed,4.0
1478,351,2023-05-25,Onboarding,pending,5.0
1479,326,2023-02-24,Bug,pending,2.0
1480,47,2023-03-09,Feature request,closed,4.0
1481,409,2023-01-11,Onboarding,pending,5.0
1482,239,2023-04-13,Feature request,pending,1.0
1483,59,2023-06-06,Bug,closed,3.0
1484,210,2023-03-04,Billing,pending,
1485,81,2023-06-25,Bug,pending,4.0
1486,486,2023-04-24,Billing,closed,4.0
1487,462,2023-03-20,Feature request,open,3.0
1488,210,2023-03-08,Bug,pending,1.0
1489,371,2023-06-23,Billing,pending,5.0
1490,201,2023-01-06,Billing,closed,2.0
1491,104,2023-02-25,Billing,closed,5.0
1492,432,2023-01-04,Bug,closed,3.0
1493,481,2023-01-10,Feature request,closed,4.0
1494,484,2023-02-18,Billing,closed,3.0
1495,83,2023-04-01,Feature request,closed,4.0
1496,209,2023-03-20,Billing,closed,1.0
1497,483,2023-03-25,Onboarding,closed,
1498,50,2023-02-23,Bug,closed,4.0
1499,489,2023-04-14,Bug,open,4.0
1500,173,2023-03-02,Onboarding,closed,4.0
